index,word,weight,number_of_words
3450,porsi,4.0,1.0
3451,ambilan,3.0,1.0
3452,dengar pendapat,3.0,2.0
3453,tajali,3.0,1.0
3454,anggar,3.0,1.0
3455,perembukan,4.0,1.0
3456,harmonisasi,3.0,1.0
3457,jiawang,5.0,1.0
3458,bedah,3.0,1.0
3459,memerikan,3.0,1.0
3460,maut,4.0,1.0
3461,objektif,4.0,1.0
3462,berlevel,4.0,1.0
3463,agam,5.0,1.0
3464,mapan,3.0,1.0
3465,emosi,3.0,1.0
3466,memuai,3.0,1.0
3467,hasil,3.0,1.0
3468,muhibah,4.0,1.0
3469,bangga,3.0,1.0
3470,sepada,3.0,1.0
3471,kikir,4.0,1.0
3472,bantalan,3.0,1.0
3473,menggambari,3.0,1.0
3474,cedok,3.0,1.0
3475,daya cipta,4.0,2.0
3476,benak kepala,3.0,2.0
3477,pemuja,3.0,1.0
3478,mandraguna,4.0,1.0
3479,ukur,3.0,1.0
3480,sadu,3.0,1.0
3481,prigel,4.0,1.0
3482,perkolasi,3.0,1.0
3483,jarak,3.0,1.0
3484,menceritakan,3.0,1.0
3485,muwafakat,3.0,1.0
3486,tambahan,5.0,1.0
3487,inventif,4.0,1.0
3488,bersulur,3.0,1.0
3489,abah,3.0,1.0
3490,berkinte,3.0,1.0
3491,kedodoran,3.0,1.0
3492,berpola,4.0,1.0
3493,kelelawar,3.0,1.0
3494,kicu,3.0,1.0
3495,hantu,3.0,1.0
3496,nilai,5.0,1.0
3497,mengakap,4.0,1.0
3498,berbusana,4.0,1.0
3499,otak,3.0,1.0
3500,pengertian,3.0,1.0
3501,ada,4.0,1.0
3502,tabah hati,5.0,2.0
3503,eksplorasi,4.0,1.0
3504,ingat-ingat,4.0,1.0
3505,realistis,4.0,1.0
3506,girik-girik,3.0,1.0
3507,masa kini,3.0,2.0
3508,mendaifkan,4.0,1.0
3509,utas,4.0,1.0
3510,bersesuaian,3.0,1.0
3511,bertuntun,3.0,1.0
3512,candu,3.0,1.0
3513,terkapah-kapah,3.0,1.0
3514,pagon,3.0,1.0
3515,kuala,4.0,1.0
3516,pelarasan,3.0,1.0
3517,aktual,4.0,1.0
3518,serta-merta,3.0,1.0
3519,pengapit,4.0,1.0
3520,terbelenggu,3.0,1.0
3521,bajik,4.0,1.0
3522,derajat,5.0,1.0
3523,petes,4.0,1.0
3524,ganjil,4.0,1.0
3525,berkeras hati,4.0,2.0
3526,kepesatan,4.0,1.0
3527,gerak-gerik,4.0,1.0
3528,esa,3.0,1.0
3529,renovasi,4.0,1.0
3530,cendera mata,4.0,2.0
3531,tikar,3.0,1.0
3532,usai,3.0,1.0
3533,kanjeng sultan,4.0,2.0
3534,ribut,4.0,1.0
3535,budak,4.0,1.0
3536,berpulas,3.0,1.0
3537,konformitas,4.0,1.0
3538,membingkis,4.0,1.0
3539,terkenal,5.0,1.0
3540,abadi,4.0,1.0
3541,darah,4.0,1.0
3542,merah,4.0,1.0
3543,asri,4.0,1.0
3544,takzim,3.0,1.0
3545,potensi,3.0,1.0
3546,proyeksi,3.0,1.0
3547,persekongkolan,4.0,1.0
3548,stamina,3.0,1.0
3549,maksud,3.0,1.0
3550,idiosinkratis,4.0,1.0
3551,mujarab,4.0,1.0
3552,keahlian,3.0,1.0
3553,tamat,3.0,1.0
3554,berdisiplin,4.0,1.0
3555,memaklumi,3.0,1.0
3556,penghargaan,4.0,1.0
3557,pangkat,5.0,1.0
3558,semak-semak,3.0,1.0
3559,pusat,3.0,1.0
3560,seia,3.0,1.0
3561,lepek,3.0,1.0
3562,dedengkot,3.0,1.0
3563,mengiler,3.0,1.0
3564,konco,4.0,1.0
3565,lelah,4.0,1.0
3566,bergengsi,4.0,1.0
3567,perbentrokan,5.0,1.0
3568,bijih,3.0,1.0
3569,campur,5.0,1.0
3570,berkeinginan,3.0,1.0
3571,paheman,4.0,1.0
3572,terikat,3.0,1.0
3573,rias,3.0,1.0
3574,cindur mata,4.0,2.0
3575,lapisan,3.0,1.0
3576,paramarta,4.0,1.0
3577,riah,3.0,1.0
3578,watak,3.0,1.0
3579,tokok,3.0,1.0
3580,melantik,3.0,1.0
3581,yamtuan,4.0,1.0
3582,gapah,5.0,1.0
3583,religiositas,3.0,1.0
3584,melarikan,3.0,1.0
3585,vakansi,3.0,1.0
3586,spesial,4.0,1.0
3587,asrama,3.0,1.0
3588,orisinal,3.0,1.0
3589,putus tali gantung,-2.0,3.0
3590,gelebah,-2.0,1.0
3591,gobar hati,-2.0,2.0
3592,isak,-5.0,1.0
3593,larat hati,-3.0,2.0
3594,nelangsa,-3.0,1.0
3595,remuk redam,-5.0,2.0
3596,tidak segan,-2.0,2.0
3597,gemar,-1.0,1.0
3598,tak segan,-1.0,2.0
3599,sesal,-4.0,1.0
3600,pengen,-2.0,1.0
3601,penghayatan,-2.0,1.0
3603,linu,-4.0,1.0
3604,salah benang,-1.0,2.0
3605,sakit,-5.0,1.0
3606,lara,-5.0,1.0
3607,zuhud,-1.0,1.0
3608,mencederai,-4.0,1.0
3609,mengingkari,-4.0,1.0
3610,maaf,-3.0,1.0
3611,mengkhianat,-4.0,1.0
3612,mencelakai,-5.0,1.0
3613,mulu,-1.0,1.0
3614,borong,-1.0,1.0
3615,lever,-2.0,1.0
3616,kasian,-3.0,1.0
3617,gamau,-4.0,1.0
3618,doang,-1.0,1.0
3619,pulas,-1.0,1.0
3620,habis,1.0,1.0
3621,coba,-1.0,1.0
3622,kangen,-3.0,1.0
3623,kalau,-1.0,1.0
3624,maunya,-1.0,1.0
3625,seandainya,-1.0,1.0
3626,marilah,-1.0,1.0
3627,bener,-1.0,1.0
3628,yaudah,-4.0,1.0
3629,gatau,-1.0,1.0
3630,apaan,-4.0,1.0
3631,ngakak,-2.0,1.0
3632,atuh,-1.0,1.0
3633,menarik hati,-1.0,2.0
3634,cedayam,-2.0,1.0
3635,kece,-3.0,1.0
3636,termakan,-1.0,1.0
3637,belom,-1.0,1.0
3638,malem,-1.0,1.0
3639,mencekau,-2.0,1.0
3640,menduga,-1.0,1.0
3641,menyuarakan,-1.0,1.0
3642,memprediksi,-1.0,1.0
3643,membunyikan,-1.0,1.0
3644,menerka,-1.0,1.0
3645,menaksir,-1.0,1.0
3646,mengantisipasi,-1.0,1.0
3647,nangis,-5.0,1.0
3648,rompok,-2.0,1.0
3649,soalnya,-1.0,1.0
3650,griya,-1.0,1.0
3651,gubuk,-2.0,1.0
3652,anjir,-3.0,1.0
3653,putus jiwa,-5.0,2.0
3654,berlalu dr dunia,-5.0,3.0
3655,putus nyawa,-5.0,2.0
3656,menarik napas penghabisan,-5.0,3.0
3657,membuang nyawa,-5.0,2.0
3658,hilang hayat,-4.0,2.0
3659,putus napas,-4.0,2.0
3660,kojor,-3.0,1.0
3661,berputih tulang,-2.0,2.0
3662,buntu,-3.0,1.0
3663,berkalang tanah,-2.0,2.0
3664,koit,-5.0,1.0
3665,putus usia,-3.0,2.0
3666,buntet,-2.0,1.0
3667,tamat riwayatnya,-3.0,2.0
3668,menamatkan riwayatnya,-3.0,2.0
3669,hilang nyawa,-5.0,2.0
3670,males,-4.0,1.0
3671,asih,-1.0,1.0
3672,kasih sayang,-1.0,2.0
3673,kekaguman,-1.0,1.0
3674,dendam berahi,-4.0,2.0
3675,rindu,-3.0,1.0
3676,afeksi,-2.0,1.0
3677,cinta kasih,-1.0,2.0
3678,renjana,-2.0,1.0
3679,pagina,-2.0,1.0
3680,tresna,-1.0,1.0
3681,filantropi,-1.0,1.0
3682,cintrong,-1.0,1.0
3683,cetusan,-1.0,1.0
3684,katanya,-1.0,1.0
3685,rintisan,-2.0,1.0
3686,kronologi,-1.0,1.0
3687,jalan buntu,-4.0,2.0
3688,rintis,-2.0,1.0
3689,jalan bebas hambatan,-1.0,3.0
3690,purwa,-2.0,1.0
3691,lanjut umur,-3.0,2.0
3692,bangkot,-4.0,1.0
3693,sepuh,-3.0,1.0
3694,lanjut usia,-3.0,2.0
3695,lepra,-5.0,1.0
3696,bau tanah,-4.0,2.0
3697,berumur,-2.0,1.0
3698,purba,-3.0,1.0
3699,jomblo,-3.0,1.0
3700,gacoan,-2.0,1.0
3701,tambatan hati,-2.0,2.0
3702,sir-siran,-2.0,1.0
3703,malam,-1.0,1.0
3704,tayib,-1.0,1.0
3705,tayibah,-1.0,1.0
3706,necis,-1.0,1.0
3707,estetis,-1.0,1.0
3708,baper,-4.0,1.0
3709,perfek,-1.0,1.0
3710,tolong,-2.0,1.0
3711,sayid,-1.0,1.0
3712,radang,-4.0,1.0
3713,didih,-4.0,1.0
3714,ngantuk,-2.0,1.0
3715,sirap hati,-2.0,2.0
3716,rampang,-2.0,1.0
3717,kecil hati,-4.0,2.0
3718,bertelinga merah,-3.0,2.0
3719,tersirap hatinya,-2.0,2.0
3720,merah telinga,-3.0,2.0
3721,mencak-mencak,-5.0,1.0
3722,gaada,-3.0,1.0
3723,manjur,-1.0,1.0
3724,mujarab,-1.0,1.0
3725,beber,-2.0,1.0
3726,singkap,-3.0,1.0
3727,penangkis,-3.0,1.0
3728,mending,-3.0,1.0
3729,akibat,-3.0,1.0
3730,satir,-2.0,1.0
3731,nyanyian,-2.0,1.0
3732,menyibuk,-2.0,1.0
3733,gara,-4.0,1.0
3734,dikit,-4.0,1.0
3735,ilang,-5.0,1.0
3736,kepeng,-2.0,1.0
3737,bodo,-5.0,1.0
3738,air,-1.0,1.0
3739,suri,-1.0,1.0
3740,ihh,-5.0,1.0
3741,asasi,-3.0,1.0
3742,menenes,-2.0,1.0
3743,tumpuan,-3.0,1.0
3744,fondasi,-3.0,1.0
3745,beliin,-1.0,1.0
3746,sekam,-3.0,1.0
3747,maafin,-3.0,1.0
3748,memahirkan,-1.0,1.0
3749,menggalakkan memanas-manasi,-3.0,2.0
3750,ngambek,-5.0,1.0
3751,ampun,-3.0,1.0
3752,terbalik akal,-4.0,2.0
3753,tidak masuk akal,-4.0,3.0
3754,gangguan jiwa,-4.0,2.0
3755,majenun,-2.0,1.0
3756,gelo,-2.0,1.0
3757,gila-gila,-4.0,1.0
3758,kalap,-3.0,1.0
3759,sedeng,-2.0,1.0
3760,berubah akal,-2.0,2.0
3761,serem,-5.0,1.0
3762,terlalu,-3.0,1.0
3763,sakit jiwa,-4.0,2.0
3764,gendeng,-2.0,1.0
3765,berubah ingatan,-3.0,2.0
3766,sinting,-5.0,1.0
3767,gila,-4.0,1.0
3768,sakit ingatan,-4.0,2.0
3769,sesat akal,-2.0,2.0
3770,duh,-4.0,1.0
3771,emg,-1.0,1.0
3772,hujan,-2.0,1.0
3773,aduh,-3.0,1.0
3774,cerita khayal,-2.0,2.0
3775,typo,-2.0,1.0
3776,langkah baik,-1.0,2.0
3777,isapan jempol,-3.0,2.0
3778,engah,-4.0,1.0
3779,mafhum,-1.0,1.0
3780,fiksi,-2.0,1.0
3781,omong kosong,-4.0,2.0
3782,bales,-3.0,1.0
3783,profit,-1.0,1.0
3784,waris,-2.0,1.0
3785,selisih,-4.0,1.0
3786,senjang,-4.0,1.0
3787,bareng,-3.0,1.0
3788,ekstasi,-3.0,1.0
3789,laper,-3.0,1.0
3790,hendaknya,-1.0,1.0
3791,membandel,-5.0,1.0
3792,ngaku,-3.0,1.0
3793,kiranya,-1.0,1.0
3794,telat,-5.0,1.0
3795,kopong,-4.0,1.0
3796,ngerti,-1.0,1.0
3797,keduniaan,-2.0,1.0
3798,nol,-3.0,1.0
3799,nyari,-2.0,1.0
3800,sorry,-4.0,1.0
3801,peranakan,-3.0,1.0
3802,bastar,-2.0,1.0
3803,tega,-5.0,1.0
3804,berdenyut,-3.0,1.0
3805,kayaknya,-3.0,1.0
3806,sibuk,-3.0,1.0
3807,ringan tangan,-1.0,2.0
3808,bergelora,-2.0,1.0
3809,sampai rasa,-2.0,2.0
3810,energik,-1.0,1.0
3811,membara,-3.0,1.0
3812,berkobar-kobar,-2.0,1.0
3813,menyala,-2.0,1.0
3814,mentolo,-2.0,1.0
3815,sampai hati,-2.0,2.0
3816,bersungguh-sungguh,-1.0,1.0
3817,tren,-2.0,1.0
3818,menyembur,-3.0,1.0
3819,imbas,-4.0,1.0
3820,aliran udara,-1.0,2.0
3821,melesit,-1.0,1.0
3822,rahayu,-2.0,1.0
3823,kemungkinan,-1.0,1.0
3824,menggusari,-3.0,1.0
3825,mencurat,-1.0,1.0
3826,memarahi,-5.0,1.0
3827,topan,-3.0,1.0
3828,tembis,-3.0,1.0
3829,mendamprat,-4.0,1.0
3830,suak,-2.0,1.0
3831,bongsor,-2.0,1.0
3832,bias,-2.0,1.0
3833,rajaman,-4.0,1.0
3834,rantus,-3.0,1.0
3835,gentas,-2.0,1.0
3836,nanya,-1.0,1.0
3837,melelah,-3.0,1.0
3838,bosen,-4.0,1.0
3839,maksudnya,-1.0,1.0
3840,bersusah hati,-5.0,2.0
3841,berkabung,-5.0,1.0
3842,receh,-4.0,1.0
3843,bermuram durja,-5.0,2.0
3844,pls,-3.0,1.0
3845,berlara-lara,-4.0,1.0
3846,opp,-1.0,1.0
3847,seneng,-1.0,1.0
3848,bersungkawa,-3.0,1.0
3849,bersusah,-5.0,1.0
3850,peluk,-3.0,1.0
3851,tt,-2.0,1.0
3852,menepis,-3.0,1.0
3853,obsesi,-2.0,1.0
3854,dekap,-2.0,1.0
3855,gausah,-4.0,1.0
3856,sengsara,-5.0,1.0
3857,buru-buru,-3.0,1.0
3858,kencang,-3.0,1.0
3859,kilat,-2.0,1.0
3860,begini,-1.0,1.0
3861,akas,-2.0,1.0
3862,mendahului,-1.0,1.0
3863,mengadang,-3.0,1.0
3864,suruh,-2.0,1.0
3865,terampil,-3.0,1.0
3866,pesat,-2.0,1.0
3867,sebat,-3.0,1.0
3868,sput,-2.0,1.0
3869,filsafat,-3.0,1.0
3870,dogma,-3.0,1.0
3871,imut,-1.0,1.0
3872,doktrin,-3.0,1.0
3873,lapar,-5.0,1.0
3874,dominan,-2.0,1.0
3875,masif,-3.0,1.0
3876,keliatan,-1.0,1.0
3877,keras tulang,-2.0,2.0
3878,tangguh,-2.0,1.0
3879,keseser,-4.0,1.0
3880,maksa,-5.0,1.0
3881,bertanduk,-2.0,1.0
3882,luput,-3.0,1.0
3883,jaman,-2.0,1.0
3884,menggeliat,-3.0,1.0
3885,tumpas,-4.0,1.0
3886,keok,-2.0,1.0
3887,tercecer,-3.0,1.0
3888,beterbangan,-3.0,1.0
3889,berpengaruh,-2.0,1.0
3890,lipur,-2.0,1.0
3891,bedegap,-2.0,1.0
3892,besar lengan,-2.0,2.0
3893,gelibat,-2.0,1.0
3894,suka cita,-1.0,2.0
3895,pacaran,-3.0,1.0
3896,bersemangat,-1.0,1.0
3897,berbahagia,-1.0,1.0
3898,berdesir,-2.0,1.0
3899,tersuntuk,-4.0,1.0
3900,adek,-1.0,1.0
3901,block,-4.0,1.0
3902,pening,-3.0,1.0
3903,apanya,-3.0,1.0
3904,kliyengan,-4.0,1.0
3905,pusing,-4.0,1.0
3906,jenguk,-2.0,1.0
3907,akunya,-1.0,1.0
3908,runyam,-5.0,1.0
3909,luyu,-1.0,1.0
3910,mikir,-3.0,1.0
3911,elusif,-2.0,1.0
3912,memihak,-3.0,1.0
3913,boong,-4.0,1.0
3914,tandang,-2.0,1.0
3915,kesian,-3.0,1.0
3916,sayu,-3.0,1.0
3917,cenderung,-2.0,1.0
3918,selit-belit,-3.0,1.0
3919,preseden,-2.0,1.0
3920,miss,-4.0,1.0
3921,napa,-2.0,1.0
3922,ikutan,-3.0,1.0
3923,baik-baik,-1.0,1.0
3924,kesel,-5.0,1.0
3925,intensif,-4.0,1.0
3926,closed,-3.0,1.0
3927,maap,-3.0,1.0
3928,maafkan,-3.0,1.0
3929,kalem,-2.0,1.0
3930,ndak,-3.0,1.0
3931,rantaian,-3.0,1.0
3932,pinter,-1.0,1.0
3933,diserang,-4.0,1.0
3934,benak kepala,-3.0,2.0
3935,otak,-3.0,1.0
3936,daya pikir,-2.0,2.0
3937,dedengkot,-2.0,1.0
3938,ketagihan,-3.0,1.0
3939,bogem mentah,-5.0,2.0
3940,gila-gilaan,-3.0,1.0
3941,nanti,-2.0,1.0
3942,coretan,-1.0,1.0
3943,sebenernya,-1.0,1.0
3944,halah,-5.0,1.0
3945,alay,-4.0,1.0
3946,gergaji,-1.0,1.0
3947,kemasukan,-3.0,1.0
3948,berbayar,-3.0,1.0
3949,tukang,-2.0,1.0
3950,memotong,-3.0,1.0
3951,bayar,-3.0,1.0
3952,curhat,-3.0,1.0
3953,kesusupan,-2.0,1.0
3954,pakar,-1.0,1.0
3955,kawaei,-2.0,1.0
3956,kebabaran,-2.0,1.0
3957,berjatuhan,-3.0,1.0
3958,runtuh,-5.0,1.0
3959,terperenyak,-4.0,1.0
3960,penggentaran,-4.0,1.0
3961,tanya,-2.0,1.0
3962,pailit,-5.0,1.0
3963,tersingkir,-5.0,1.0
3964,melorot,-4.0,1.0
3965,menetes,-3.0,1.0
3966,roboh,-5.0,1.0
3967,tercebur,-5.0,1.0
3968,membiak,-3.0,1.0
3969,terjeblos,-4.0,1.0
3970,menggelincir,-3.0,1.0
3971,rebah,-3.0,1.0
3972,nyesel,-5.0,1.0
3973,biasin,-3.0,1.0
3974,terjun,-3.0,1.0
3975,perusuhan,-4.0,1.0
3976,kedapatan,-2.0,1.0
3977,tertangkap tangan,-4.0,2.0
3978,terpelanting,-3.0,1.0
3979,melubangi,-3.0,1.0
3980,tercemplung,-4.0,1.0
3981,jeblos,-4.0,1.0
3982,diem,-3.0,1.0
3983,tepergok,-5.0,1.0
3984,terbanting,-3.0,1.0
3985,tertangkap basah,-3.0,2.0
3986,membabar,-1.0,1.0
3987,terjerembab,-2.0,1.0
3988,luruh,-2.0,1.0
3989,tergelincir,-3.0,1.0
3990,terbuang,-2.0,1.0
3991,berhenti,-2.0,1.0
3992,gogrok,-3.0,1.0
3993,jelabak,-3.0,1.0
3994,menyembul,-3.0,1.0
3995,cape,-4.0,1.0
3996,cuat,-3.0,1.0
3997,unjuk,-3.0,1.0
3998,menyongsong,-2.0,1.0
3999,kesebalikan,-2.0,1.0
4000,sekutu,-3.0,1.0
4001,kekang,-4.0,1.0
4002,mengelukan,-2.0,1.0
4003,berasa,-2.0,1.0
4004,temenan,-2.0,1.0
4005,purnama,-3.0,1.0
4006,ekstrem,-4.0,1.0
4007,pendahuluan,-1.0,1.0
4008,inklusif,-2.0,1.0
4009,kebaca,-1.0,1.0
4010,revolusioner,-1.0,1.0
4011,asak,-3.0,1.0
4012,lelang,-3.0,1.0
4013,permulaan,-3.0,1.0
4014,radikal,-4.0,1.0
4015,berjejal,-3.0,1.0
4016,begah,-2.0,1.0
4017,telak,-3.0,1.0
4018,telik,-2.0,1.0
4019,hati-hati,-3.0,1.0
4020,ingat-ingat,-3.0,1.0
4021,jaga-jaga,-3.0,1.0
4022,entah-berentah,-3.0,1.0
4023,tajam mata,-1.0,2.0
4024,kelih,-3.0,1.0
4025,please,-3.0,1.0
4026,tae,-4.0,1.0
4027,awas,-3.0,1.0
4028,si dia,-3.0,2.0
4029,gaboleh,-4.0,1.0
4030,denger,-3.0,1.0
4031,disuruh,-2.0,1.0
4032,waspada,-3.0,1.0
4033,entah,-3.0,1.0
4034,pelit,-5.0,1.0
4035,kial,-4.0,1.0
4036,nemu,-2.0,1.0
4037,kroni,-3.0,1.0
4038,bot,-2.0,1.0
4039,cute,-1.0,1.0
4040,rekan,-2.0,1.0
4041,sepihak,-3.0,1.0
4042,wacana,-3.0,1.0
4043,tengok,-2.0,1.0
4044,subang,-1.0,1.0
4045,komplot,-4.0,1.0
4046,giwang,-1.0,1.0
4047,melendeh,-3.0,1.0
4048,bersimpuh,-3.0,1.0
4049,mengogah,-3.0,1.0
4050,menggelesot,-3.0,1.0
4051,menumpang tinggal,-4.0,2.0
4052,kuliah,-2.0,1.0
4053,bulan,-1.0,1.0
4054,bersemayam,-3.0,1.0
4056,manja,-3.0,1.0
4057,polos,-2.0,1.0
4058,bercokol,-4.0,1.0
4059,cokol,-4.0,1.0
4060,sia,-5.0,1.0
4061,esok,-2.0,1.0
4062,maneh,-3.0,1.0
4063,himpit,-4.0,1.0
4064,tindas,-5.0,1.0
4065,pilih,-2.0,1.0
4066,ngasih,-2.0,1.0
4067,kehebohan,-3.0,1.0
4068,pilih-pilih,-3.0,1.0
4069,bete,-5.0,1.0
4070,payudara,-3.0,1.0
4071,man,-1.0,1.0
4072,tetek,-4.0,1.0
4073,keonaran,-5.0,1.0
4074,buah dada,-3.0,2.0
4075,biarin,-3.0,1.0
4076,kegemparan,-4.0,1.0
4077,dempet,-3.0,1.0
4078,sebel,-5.0,1.0
4079,ucap,-2.0,1.0
4080,bergas,-2.0,1.0
4081,bergadang,-4.0,1.0
4082,kawal,-2.0,1.0
4083,berpengalaman,-1.0,1.0
4084,sadar,-1.0,1.0
4085,dukacarita,-4.0,1.0
4086,apasih,-4.0,1.0
4087,gugah,-1.0,1.0
4088,bertindik,-3.0,1.0
4089,drama duka,-4.0,2.0
4090,pindah,-3.0,1.0
4091,oma,-2.0,1.0
4092,penderitaan,-5.0,1.0
4093,menugaskan,-1.0,1.0
4094,asri,-3.0,1.0
4095,borak,-4.0,1.0
4096,kepedihan,-5.0,1.0
4097,pulak,-2.0,1.0
4098,menyunduk,-3.0,1.0
4099,rawat,-3.0,1.0
4100,buyut,-3.0,1.0
4101,tragedi,-5.0,1.0
4102,kecek,-3.0,1.0
4103,andal,-1.0,1.0
4104,kesialan,-5.0,1.0
4105,kismat,-2.0,1.0
4106,daya muat,-2.0,2.0
4107,mengamuk,-5.0,1.0
4108,suratan takdir,-3.0,2.0
4109,kemalangan,-5.0,1.0
4110,kegeruhan,-4.0,1.0
4111,iyain,-2.0,1.0
4112,dikatain,-3.0,1.0
4113,duluan,-2.0,1.0
4114,pokoknya,-3.0,1.0
4115,daya tampung,-2.0,2.0
4116,daya serap,-2.0,2.0
4117,kenahasan,-2.0,1.0
4118,keberuntungan,-1.0,1.0
4119,bahala,-3.0,1.0
4120,gerhana,-2.0,1.0
4121,sedi,-2.0,1.0
4122,bersengaja,-2.0,1.0
4123,segitu,-3.0,1.0
4124,php,-4.0,1.0
4125,fk,-4.0,1.0
4126,tendas,-4.0,1.0
4127,dikira,-3.0,1.0
4128,gabut,-5.0,1.0
4129,statis,-3.0,1.0
4130,pasif,-3.0,1.0
4131,membatu,-2.0,1.0
4132,hiatus,-2.0,1.0
4133,stagnan,-3.0,1.0
4134,membisu,-3.0,1.0
4135,membiarkan,-3.0,1.0
4136,gasuka,-4.0,1.0
4137,lepaskan,-2.0,1.0
4138,rasa,-2.0,1.0
4139,huhuhu,-2.0,1.0
4140,bungkam,-4.0,1.0
4141,kosong,-4.0,1.0
4142,bajing,-5.0,1.0
4143,rasa hati,-2.0,2.0
4144,mendiamkan,-3.0,1.0
4145,tertegun,-3.0,1.0
4146,kaget,-3.0,1.0
4147,cabe,-2.0,1.0
4148,sugesti,-3.0,1.0
4149,kuota,-2.0,1.0
4150,lengang,-4.0,1.0
4151,tengkulak,-5.0,1.0
4152,campakkan,-4.0,1.0
4153,syur,-3.0,1.0
4154,bersanggama,-2.0,1.0
4155,sepi,-3.0,1.0
4156,naon,-2.0,1.0
4157,berteduh,-2.0,1.0
4158,mematung,-3.0,1.0
4159,keluarkan,-3.0,1.0
4160,memaafkan,-3.0,1.0
4161,menutup mulut,-3.0,2.0
4162,terperanjat,-3.0,1.0
4163,melanyak,-3.0,1.0
4164,menghinakan,-5.0,1.0
4165,melancarkan,-2.0,1.0
4166,menistakan,-5.0,1.0
4167,leave,-3.0,1.0
4168,melicinkan,-2.0,1.0
4169,murah,-2.0,1.0
4170,spam,-3.0,1.0
4171,mentang,-3.0,1.0
4172,kepo,-3.0,1.0
4173,tobat,-2.0,1.0
4174,mentang-mentang,-4.0,1.0
4175,meringankan,-1.0,1.0
4176,astagfirullah,-4.0,1.0
4177,memudahkan,-1.0,1.0
4178,titip api,-1.0,2.0
4179,mencebikkan,-3.0,1.0
4180,fokus,-2.0,1.0
4181,menahankan,-2.0,1.0
4182,resistan,-2.0,1.0
4183,mengentengkan,-2.0,1.0
4184,maapin,-4.0,1.0
4185,berat tangan,-4.0,2.0
4186,berat hati,-4.0,2.0
4187,lembam,-4.0,1.0
4188,macem,-2.0,1.0
4189,realitas,-3.0,1.0
4190,alpa,-3.0,1.0
4191,yauda,-4.0,1.0
4192,gigit,-2.0,1.0
4193,ihhh,-4.0,1.0
4194,sorang,-2.0,1.0
4195,berat pinggul,-2.0,2.0
4196,merasa,-2.0,1.0
4197,milih,-2.0,1.0
4198,kerubut,-3.0,1.0
4199,penyebab,-3.0,1.0
4200,kempes,-4.0,1.0
4201,bye,-3.0,1.0
4202,mengerubungi,-3.0,1.0
4203,bertuntun,-2.0,1.0
4204,ketauan,-4.0,1.0
4205,serah,-3.0,1.0
4206,wabah,-5.0,1.0
4207,uar-uar,-3.0,1.0
4208,wara-wara,-3.0,1.0
4209,mengeroyok,-4.0,1.0
4210,istirahat,-2.0,1.0
4211,gajadi,-3.0,1.0
4212,dirimu,-1.0,1.0
4213,ati,-1.0,1.0
4214,love,-3.0,1.0
4215,ngerasa,-2.0,1.0
4216,jelus,-2.0,1.0
4217,timbalan,-2.0,1.0
4218,dajal,-5.0,1.0
4219,artistik,-2.0,1.0
4220,mukhlis,-2.0,1.0
4221,tentangan,-2.0,1.0
4222,mbeling,-2.0,1.0
4223,rame,-2.0,1.0
4224,iri,-4.0,1.0
4225,ngeselin,-5.0,1.0
4226,ngatain,-5.0,1.0
4227,ganjaran,-5.0,1.0
4228,junjungan,-2.0,1.0
4229,imut-imut,-1.0,1.0
4230,seruh,-2.0,1.0
4231,lurus hati,-1.0,2.0
4232,lari-lari,-2.0,1.0
4233,senyum,-1.0,1.0
4234,seringai,-4.0,1.0
4235,mengganjar,-3.0,1.0
4236,panas hati,-5.0,2.0
4237,keki,-4.0,1.0
4238,jail,-4.0,1.0
4239,lemot,-5.0,1.0
4240,sayangnya,-3.0,1.0
4241,menghukum,-3.0,1.0
4242,disayang,-3.0,1.0
4243,memberi,-2.0,1.0
4244,membalas,-3.0,1.0
4245,gemes,-2.0,1.0
4246,sukarela,-2.0,1.0
4247,kebiri,-4.0,1.0
4248,berprasangka,-3.0,1.0
4249,pahala,-1.0,1.0
4250,pemudaan,-1.0,1.0
4251,mohon,-2.0,1.0
4252,terhenti,-3.0,1.0
4253,erang,-4.0,1.0
4254,manah,-2.0,1.0
4255,mabok,-4.0,1.0
4256,dipanggil,-1.0,1.0
4257,mager,-4.0,1.0
4258,kepedulian,-2.0,1.0
4259,item,-4.0,1.0
4260,rip,-5.0,1.0
4261,membandungi,-1.0,1.0
4262,haih,-4.0,1.0
4263,muda,-2.0,1.0
4264,tuhkan,-4.0,1.0
4265,memperduakan,-3.0,1.0
4266,regenerasi,-2.0,1.0
4267,gubrisan,-2.0,1.0
4268,pengindahan,-2.0,1.0
4269,ribet,-4.0,1.0
4270,master,-1.0,1.0
4271,iri,-5.0,1.0
4272,tetap hati,-1.0,2.0
4273,tertanggung,-4.0,1.0
4274,diapain,-3.0,1.0
4275,kira,-2.0,1.0
4276,pelita,-2.0,1.0
4277,bernyali,-2.0,1.0
4278,tangan panas,-4.0,2.0
4279,merugi,-5.0,1.0
4280,bernyali besar,-1.0,2.0
4281,meninggal,-4.0,1.0
4282,ngerjain,-2.0,1.0
4283,puntung,-3.0,1.0
4284,percuma,-4.0,1.0
4285,percaya diri,-1.0,2.0
4286,pikir,-2.0,1.0
4287,merah,-3.0,1.0
4288,nyali besar,-2.0,2.0
4289,nekat,-4.0,1.0
4290,njir,-3.0,1.0
4291,dipaksa,-4.0,1.0
4292,pembaiatan,-3.0,1.0
